Crate,Crate.mesh,905.393,162.458,1511.67,0.0573086,2.07201e-006,0.998357,6.41872e-006,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,909.194,162.458,1544.36,0.0617768,-2.46183e-005,0.99809,4.25773e-005,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,908.91,191.528,1522.79,0.0693959,1.04439e-005,0.997589,3.71336e-005,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,2177.57,145.007,1490.89,0.134161,-0.0274632,0.987298,-0.0805628,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,2219.22,143.412,1517.55,0.624455,-0.0424202,0.779852,-0.0093832,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,2186.09,140.072,1556.4,-0.00293969,0.996784,0.0377372,-0.0706354,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,3053.33,83.8999,1435.82,0.422722,-0.0759679,-0.381007,0.818761,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,-452.532,107.522,1692.4,-0.293745,-0.324005,0.110236,0.892515,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,631.932,99.344,2091.48,0,0,0,1,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Target,Target.mesh,1511.66,267.874,850,0,0,1,0,30,30,30,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Target,Target.mesh,1640,187.874,2175,0,0,0,1,30,30,30,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Target,Target.mesh,1490,139.966,1500,0.619284,0,0.785167,0,30,30,30,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Target,Target.mesh,622,199.966,1533.21,0,0.707107,0,0.707107,30,30,30,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Target,Target.mesh,2392,199.966,1597.21,0,0.707107,0,0.707107,30,30,30,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Target,Target.mesh,223,199.966,2758,0.619284,0,0.785167,0,30,30,30,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,552.138,442.662,1067.29,0.46379,-0.199909,-0.540755,0.672695,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,935.63,378.64,839.83,-0.686878,0.708874,-0.050991,-0.151973,10.6168,10.6168,10.6168,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,894.5,538.5,1235,-0.17707,-0.0010004,-0.799317,0.574228,15,15,15,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,948,318.6,2217,0.230961,-0.251957,-0.692883,0.634892,11.833,11.833,11.833,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,974.144,351.185,1468.52,-0.338382,0.308164,-0.675928,0.577628,8.84736,8.84736,8.84736,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,1990.46,318.907,1095.15,-0.666815,-0.0069902,-0.59655,0.446583,8.84736,8.84736,8.84736,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,1082.26,206.707,2352.13,0,0,-0.843391,0.5373,7.68,7.68,7.68,0.6,0.93,1,0,0,0,0,1,0,0,0,0
Palm,Palm2.mesh,2162.21,319.99,1131.52,-0.756509,0.620112,-0.139078,0.154312,7.82758,7.82758,7.82758,0.6,0.93,1,0,0,0,0,1,0,0,0,0
