Crate,Crate.mesh,273,143,2743,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,91,143,2561,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,39,143,2301,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,65,143,2119,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,169,143,1963,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,351,143,1859,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,559,143,1833,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,793,143,1885,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,949,143,2067,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1027,143,2223,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1027,143,2431,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,897,143,2639,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,689,143,2795,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,455,143,2821,1,0,0,0,15,15,15,0.1,0.93,0,0,0,0,0,1,0,0,0,0,
