# Name, mesh, posX, posY, posZ, orientationX, orientationY, orientationZ, orientationW,
# scaleX, scaleY, scaleZ, restitution, friction, mass,
# animate, xMovement, yMovement, zMovement, speed, rotationX, rotationY, rotationZ, billboard
# Note: Do not leave spaces between commas and values
#		animate and billboard are boolean values (0, 1)
Crate,Crate.mesh,1010.08,91.777,1669.76,0.999048,-0.0436194,0,0,15,15,15,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,939.579,91.7767,1657.78,0.88112,-0.277816,-0.0828279,0.373612,15,15,15,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1771.36,151.528,1206.33,0.696934,-0.69996,-0.133367,-0.0809445,15,15,15,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1744.19,150.224,1188.34,0.696934,-0.69996,-0.133367,-0.0809445,15,15,15,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1760.26,184.061,1195.74,0.610815,-0.592155,-0.395669,-0.345981,15,15,15,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1844.3,120.806,1891,-0.443055,0.658389,-0.596472,0.120197,13.3779,13.3779,13.3779,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1775.28,130.24,1861.69,-0.191153,0.770217,-0.60161,-0.0910566,13.3779,13.3779,13.3779,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,1554.67,89.8931,2075.86,-0.191153,0.770217,-0.60161,-0.0910566,13.3779,13.3779,13.3779,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2608.54,90.067,1517.92,-0.191153,0.770217,-0.60161,-0.0910566,13.3779,13.3779,13.3779,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2288.45,153.449,666.641,-0.0163726,0.743619,-0.661409,0.0964411,13.3779,13.3779,13.3779,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2271.56,149.524,632.673,0.113004,0.735166,-0.668107,-0.0198764,13.3779,13.3779,13.3779,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
Crate,Crate.mesh,2276.57,181.496,646.308,0.328842,0.667159,-0.631208,-0.21986,13.3779,13.3779,13.3779,0.1,0.9,1,0,0,0,0,1,0,0,0,0,
