# File format:
# Name, mesh, posX, posY, posZ, orientationX, orientationY, orientationZ, orientationW,
# scaleX, scaleY, scaleZ, restitution, friction, mass,
# animate, xMovement, yMovement, zMovement, speed, rotationX, rotationY, rotationZ, billboard
# Note: Do not leave spaces between commas and values
#		animate and billboard are boolean values (0, 1)
Target,Target.mesh,1550,300,850,0,0,0,1,30,30,30,0.6,0.93,1.0,1,50,50,0,1,0,0,0,1
Target,Target.mesh,1640,220,2175,1,0,0,0,30,30,30,0.6,0.93,1.0,1,0,50,0,1,0,0,0,1
Target,Target.mesh,1490,140,1500,0,1,0,0,30,30,30,0.6,0.93,1.0,1,0,0,0,1,0,1,0,1
Target,Target.mesh,622,200,1466,1,0,1,0,30,30,30,0.6,0.93,1.0,1,0,0,150,1.5,0,0,0,1
Target,Target.mesh,2392,200,1530,1,0,1,0,30,30,30,0.6,0.93,1.0,1,0,0,150,1.5,0,0,0,1
Target,Target.mesh,223,200,2758,0,1,0,0,30,30,30,0.6,0.93,1.0,1,0,0,0,1,0,1,0,1
Crate,Crate.mesh,905.274,163.294,1511.87,-0.00398582,0.0567919,-0.00516706,0.998365,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,909.081,163.724,1544.47,-0.00398582,0.0567919,-0.00516706,0.998365,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,908.259,195.038,1523.55,-0.00398582,0.0567919,-0.00516706,0.998365,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,2182.51,149.424,1486.72,0.039566,0.0565125,-0.00763937,0.997588,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,2193.07,146.858,1517.08,0.039566,0.0565125,-0.00763937,0.997588,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,2184.84,180.255,1492.59,0.039566,0.0565125,-0.00763937,0.997588,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,1512.85,100.843,1717.62,0.039566,0.0565125,-0.00763937,0.997588,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
Crate,Crate.mesh,631.932,99.344,2091.48,0,0,0,1,15,15,15,0.6,0.93,200,0,0,0,0,1,0,0,0,0
# Name, mesh, posX, posY, posZ, roll, pitch, scaleX, scaleY, scaleZ
# Note: Do not leave spaces between commas and values
#Palm,Palm2.mesh,867,310,2207,0,0,0.707,-0.707,15,15,15,0.6,0.93,0.0,0,0,0,0,1,0,0,0,0
#Palm,Palm2.mesh,887,480,1270,-0.683,0.683,0.183,-0.183,15,15,15,0.6,0.93,0.0,0,0,0,0,1,0,0,0,0
#Palm,Palm2.mesh,1954,410,1186,-0.683,683,-0.183,0.183,15,15,15,0.6,0.93,0.0,0,0,0,0,1,0,0,0,0
